1girl,1人の女の子
sheep_horns,羊の角
lion_ears,ライオンの耳
off-shoulder_sweater,オフショルダーセーター
animal_hat,動物の帽子
chest_hair,胸毛
wo-class_aircraft_carrier,wo級航空母艦
bra_pull,ブラジャーを引っ張る
forehead_protector,額プロテクター
belt_pouch,ベルトポーチ
shuten_douji_(fate),酒呑童子(Fate)
emiya_shirou,衛宮士郎
purple_kimono,紫の着物
the_legend_of_zelda:_breath_of_the_wild,ゼルダの伝説 ブレスオブザワイルド
gyaru,ギャル
pokemon_xy,ポケモンXY
hieda_no_akyuu,稗田の阿久悠
red_pants,赤いパンツ
playing_games,ゲームをプレイする
planted,植えられた
baseball_bat,野球バット
race_queen,レースクイーン
puzzle_&_dragons,パズル＆ドラゴンズ
shirt_pull,シャツプル
rolling_eyes,目を転がす
disembodied_limb,肉体のない手足
skull_hair_ornament,頭蓋骨の髪飾り
chun-li,春麗
loincloth,ふんどし
tying_hair,髪を結ぶ
tinted_eyewear,色付き眼鏡
cardboard_box,段ボール箱
dressing,ドレッシング
cardcaptor_sakura,カードキャプターさくら
purple_bra,紫色のブラジャー
albino,アルビノ
coin,コイン
hair_slicked_back,髪を後ろになでつけた
breast_suppress,乳房抑制
yawning,あくび
grey_shorts,グレーのショートパンツ
megumin,めぐみん
elsword,エルソード
red_capelet,赤いケープレット
gridman_universe,グリッドマンユニバース
unmoving_pattern,動かないパターン
blue_sweater,青いセーター
;p,;p
penguin,ペンギン
dead_or_alive,生死
avatar_(ff14),アバター_(ff14)
astolfo_(fate),アストルフォ(fate)
nervous,神経質
lily_(flower),ユリ_(花)
ship,船
cross-section,断面
mizuki_hitoshi,みずきひとし
company_connection,会社接続
summer_uniform,夏の制服
seductive_smile,魅惑的な笑顔
aqua_background,アクア背景
closed_umbrella,閉じた傘
izumi_konata,泉こなた
pillar,柱
real_life,現実生活
akashi_(kancolle),akashi_(艦これ)
ball_gag,ボールギャグ
panty_&_stocking_with_garterbelt,パンティ＆ストッキングウィズガーターベルト
asymmetrical_gloves,非対称手袋
wine,ワイン
green_kimono,緑の着物
may_(pokemon),may_(ポケモン)
bismarck_(kancolle),ビスマルク（艦これ）
costume_switch,コスチュームスイッチ
expressions,表現
toned_male,引き締まった男性
police_uniform,警察の制服
cum_string,cum_string
suigintou,水銀燈
diagonal_stripes,斜めのストライプ
pokemon_hgss,ポケモン
unfinished,未完成
brown_coat,茶色のコート
clipboard,クリップボード
shiranui_(kancolle),不知火_(艦これ)
yoko_littner,ヨーコ・リトナー
laptop,ラップトップ
multiple_others,複数_その他
sendai_(kancolle),仙台_(艦これ)
loose_socks,ルーズソックス
namesake,同名の
holding_plate,保持プレート
microphone_stand,マイクスタンド
speed_lines,スピードライン
kisaragi_chihaya,如月千早
burger,バーガー
yandere,ヤンデレ
tail_wagging,尻尾を振る
holding_stuffed_toy,ぬいぐるみを持っている
street,通り
pillow_hat,枕帽子
covering_face,顔を覆う
miqo'te,ミコッテ
bursting_breasts,破裂する胸
c.c.,約
asashio_(kancolle),朝潮_(艦これ)
koha-ace,コハエース
nitroplus,ニトロプラス
3,3
wolf,狼
flag_print,フラグ印刷
twisted_torso,ねじれた胴体
hiei_(kancolle),比叡（艦これ）
wet_panties,濡れたパンティー
white_bowtie,白蝶ネクタイ
usada_pekora,usada_pekora
lance,ランス
twilight,トワイライト
teardrop,ティアドロップ
brown_shorts,ブラウンショートパンツ
poolside,プールサイド
turn_pale,青ざめる
leaning_to_the_side,横に傾く
pink_choker,ピンクのチョーカー
reverse_trap,逆トラップ
pregnant,妊娠中
anchovy_(girls_und_panzer),アンチョビ（ガールズ＆パンツァー）
weapon_over_shoulder,肩越しに武器を構える
metroid,メトロイド
aki_shizuha,aki_shizuha
phantasy_star,ファンタシースター
kousaka_honoka,こうさか_ほのか
gumi,グミ
meat,肉
inazuma_eleven,イナズマイレブン
bare_tree,裸木
autumn,秋
cow_tail,牛の尾
panties_removed,パンティーを外した
black_blindfold,黒い目隠し
monocle,片眼鏡
reaching,到達
shelf,棚
akiyama_yukari,akiyama_yukari
mouse,ねずみ
long_braid,長い三つ編み
hair_pulled_back,髪を後ろに引っ張った
shijou_takane,shijou_takane
hydrangea,アジサイ
beach_umbrella,ビーチパラソル
resized,サイズ変更
dougi,道着
futatsuiwa_mamizou,futtsuiwa_mamizou
cum_on_ass,尻に射精
between_fingers,指の間
foreskin,包皮
kouji_(campus_life),kouji_(キャンパスライフ)
armpit_peek,脇の下を覗く
holding_chopsticks,箸を持つ
flat_color,フラットカラー
souryuu_(kancolle),souryuu_(艦これ)
licking_penis,ペニスを舐める
single_mechanical_arm,シングルメカニカルアーム
takao_(kancolle),takao_(艦これ)
hilda_(pokemon),ヒルダ（ポケモン）
blue_cape,青いケープ
mordred_(fate),モルドレッド（fate）
male_swimwear,男性水着
adjusting_headwear,帽子の調整
senketsu,鮮血
watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!,watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!
red_bra,赤いブラ
kikuchi_makoto,kikuchi_makoto
minase_iori,minase_iori
tail_ribbon,テールリボン
letty_whiterock,レティ・ホワイトロック
shopping_bag,ショッピングバッグ
v-neck,Vネック
solid_circle_eyes,目が丸い
okita_souji_(koha/ace),okita_souji_(コハ/エース)
erection_under_clothes,衣服の下での勃起
quiver,震え
unsheathing,抜刀
yamashiro_(kancolle),山城_(艦これ)
yuzuki_yukari,ゆづき_ゆかり
white_belt,白帯
kirishima_(kancolle),霧島_(艦これ)
sailor,船員
family,家族
knight,騎士
breast_lift,乳房リフト
zombie,ゾンビ
green_footwear,グリーンフットウェア
sukuna_shinmyoumaru,sukuna_shinmyoumaru
tsukino_usagi,つきのうさぎ
bear_ears,クマの耳
grey_sweater,グレーのセーター
symbol_in_eye,目の中にシンボル
convenient_leg,便利な脚
id_card,IDカード
onigiri,おにぎり
pink_gloves,ピンクの手袋
over-kneehighs,オーバーニーソックス
dango,団子
samus_aran,サムス・アラン
sweating_profusely,大量に汗をかく
idolmaster_1,アイドルマスター_1
chain-link_fence,金網フェンス
helltaker,ヘルテイカー
clownpiece,ピエロピース
sazanami_(kancolle),サザナミ（艦これ）
white_tank_top,白いタンクトップ
micro_shorts,マイクロショーツ
nero_claudius_(fate/extra),nero_claudius_(fate/エクストラ)
green_shorts,グリーンショーツ
vento_aureo,ベント・アウレオ
ex-keine,元ケイン
assertive_female,積極的な女性
rosa_(pokemon),rosa_(ポケモン)
water_gun,水鉄砲
fake_screenshot,偽のスクリーンショット
nekomata,猫又
red_coat,赤いコート
kyon,キョン
military_jacket,ミリタリージャケット
print_bikini,プリントビキニ
impossible_shirt,不可能なシャツ
holding_instrument,保有楽器
book_stack,ブックスタック
spring_onion,春玉ねぎ
bicycle,自転車
kiryuuin_satsuki,kiryuin_satsuki
harness,ハーネス
ganaha_hibiki,ganaha_hibiki
super_robot_wars,スーパーロボット大戦
hands_on_own_cheeks,自分の頬に手を当てる
kiso_(kancolle),木曽_(艦これ)
thighhighs_under_boots,ブーツの下に履くサイハイソックス
minamoto_no_raikou_(fate),源頼光_(Fate)
samidare_(kancolle),samidare_(艦これ)
byleth_(fire_emblem),バイレス（ファイアーエムブレム）
sekibanki,セキバンキ
holding_hat,帽子を持っている
dog_tags,ドッグタグ
musashi_(kancolle),武蔵（艦これ）
verniy_(kancolle),verniy_(艦これ)
roswaal_mansion_maid_uniform,roswaal_mansion_maid_uniform
sparkling_eyes,キラキラ輝く目
caesar_anthonio_zeppeli,シーザー・アントニオ・ツェッペリ
crazy_eyes,クレイジーアイズ
dimples_of_venus,金星のえくぼ
polka_dot_panties,水玉模様のパンティー
electric_guitar,エレキギター
holding_spoon,スプーンを持つ
asuna_(sao),アスナ(SAO)
topknot,ちょんまげ
cowboy_hat,カウボーイハット
chaldea_uniform,カルデアユニフォーム
thong_bikini,ひもビキニ
flame,炎
ladle,ひしゃく
aikatsu!,アイカツ！
leg_warmers,レッグウォーマー
large_bow,大きな弓
firing,発砲
tiger_tail,虎のしっぽ
amputee,切断者
black_capelet,黒いケープレット
gigantic_breasts,巨大な胸
holding_eyewear,眼鏡を持っている
rose_petals,バラの花びら
trident,トライデント
d.va_(overwatch),d.va_(オーバーウォッチ)
gears,ギア
ears_through_headwear,耳を通して帽子をかぶる
amagami,アマガミ
tracen_school_uniform,トレースされた学校制服
purple_lips,紫色の唇
reverse_cowgirl_position,逆騎乗位
gourd,ひょうたん
soccer_uniform,サッカーユニフォーム
ssss.gridman,グリッドマン
pocket_watch,懐中時計
gintama,銀魂
raiden_shogun,雷電将軍
sanpaku,三白眼
grey_gloves,グレーの手袋
sweater_lift,セーターリフト
green_necktie,緑のネクタイ
>:(,>:(
suite_precure,スイートプリキュア
fur-trimmed_coat,毛皮のトリミングされたコート
robot_joints,ロボット関節
neck_ring,ネックリング
holding_bow_(weapon),弓（武器）を持っている
disgaea,ディスガイア
full_armor,フルアーマー
ro-500_(kancolle),ro-500_(艦これ)
dio_brando,ディオ・ブランド
ryouou_school_uniform,りょうおうの制服
hand_on_own_stomach,自分のお腹に手を当てる
marnie_(pokemon),マリィ(ポケモン)
damaged,損傷した
flight_deck,フライトデッキ
father_and_daughter,父と娘
tape,テープ
bead_necklace,ビーズネックレス
blood_splatter,血しぶき
pink_bowtie,ピンクの蝶ネクタイ
medusa_(fate),メデューサ_(fate)
animal_focus,動物の焦点
kobayashi-san_chi_no_maidragon,小林さんちのメイドドラゴン
dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka,ダンジョンに出会いをもとめるのはまちがっているのだろうか
standing_sex,立ちセックス
flower_field,花畑
red_horns,赤い角
heart_cutout,ハートカットアウト
holding_bouquet,花束を持って
open_hoodie,オープンパーカー
bone,骨
pectoral_cleavage,胸の谷間
fur-trimmed_capelet,毛皮で縁取られたケープレット
asahina_mikuru,朝比奈みくる
standing_split,スタンディングスプリット
polka_dot_bikini,水玉ビキニ
junko_(touhou),junko_(東方)
footjob,足コキ
fullmetal_alchemist,鋼の錬金術師
condom_in_mouth,コンドームを口に入れる
charm_(object),charm_(オブジェクト)
tentacle_sex,触手セックス
body_fur,ボディファー
yuubari_(kancolle),yuubari_(艦これ)
aqua_necktie,アクアネクタイ
kinomoto_sakura,kinomoto_sakura
open_vest,オープンベスト
popped_collar,ポップカラー
saber_alter,セイバーオルタ
fur-trimmed_cape,ファートリムケープ
competition_school_swimsuit,競技用スクール水着
multi-strapped_bikini,マルチストラップビキニ
paper_lantern,提灯
on_chair,椅子の上
animal_collar,動物の首輪
manjuu_(azur_lane),manjuu_(アズールレーン)
orb,オーブ
striped_ribbon,ストライプリボン
revolver,リボルバー
white_collar,ホワイトカラー
two-tone_dress,ツートンドレス
hoshizora_rin,hoshizora_rin
bokeh,ボケ
solid_oval_eyes,楕円形の目
holding_card,ホールディングカード
single_wing,シングルウィング
monster_girl_encyclopedia,モンスターガール百科事典
kasumi_(kancolle),かすみ(艦これ)
armpit_crease,脇の下のしわ
extra_eyes,余分な目
pokemon_oras,ポケモンORAS
thigh_holster,太ももホルスター
baby,赤ちゃん
tower,タワー
osomatsu-san,おそ松さん
naked_ribbon,裸のリボン
argyle_background,アーガイル背景
notebook,ノート
chainsaw_man,チェーンソーマン
bestiality,獣姦
yellow_theme,黄色のテーマ
white_fur,白い毛皮
steins;gate,シュタインズ・ゲート
fate/prototype,fate/プロトタイプ
winter_coat,冬用コート
purple_bowtie,紫色の蝶ネクタイ
business_suit,ビジネススーツ
facing_another,別の面を向いている
clothed_male_nude_female,服を着た男性と裸の女性
elbow_pads,肘パッド
female_orgasm,女性のオーガズム
tani_takeshi,tani_takeshi
skullgirls,スカルガールズ
noodles,麺
kagerou_project,カゲロウプロジェクト
mordred_(fate/apocrypha),モルドレッド（fate/アポクリファ）
cane,杖
:|,:|
jumpsuit,ジャンプスーツ
clothes_removed,服を脱いだ
fox,キツネ
red_bodysuit,赤いボディスーツ
garreg_mach_monastery_uniform,ガルグ・マハ修道院の制服
lightning,稲妻
cum_on_tongue,舌上射精
landscape,風景
gundam_build_fighters,ガンダムビルドファイターズ
dark_background,暗い背景
lowleg_bikini,ローレッグビキニ
yellow_footwear,黄色の履物
streaming_tears,涙を流す
shimamura_uzuki,しまむらうづき
ultimate_madoka,究極のまどか
holding_strap,ホールディングストラップ
glaring,睨みつける
you_gonna_get_raped,あなたはレイプされるだろう
swimsuit_pull,水着を引っ張る
huge_penis,巨大なペニス
black_tank_top,黒のタンクトップ
waterfall,滝
waist_cape,ウエストケープ
zhongli_(genshin_impact),鍾離（原神）
tsundere,ツンデレ
heart-shaped_box,ハート型の箱
lock,ロック
arthropod_girl,節足動物の少女
tail_bow,尾弓
beer_mug,ビールジョッキ
foot_out_of_frame,フレーム外の足
skinny,スキニー
vase,花瓶
red_collar,赤い首輪
tomboy,おてんば娘
skyscraper,超高層ビル
diamond_wa_kudakenai,ダイヤモンドはくだけない
trench_coat,トレンチコート
hibike!_euphonium,響け！ユーフォニアム
checkered_skirt,チェック柄スカート
crowd,群衆
waking_up,目覚め
waves,波
gloria_(pokemon),グロリア（ポケモン）
bead_bracelet,ビーズブレスレット
boat,ボート
throne,王位
hiryuu_(kancolle),hiryuu_(艦これ)
letter,手紙
locked_arms,ロックされた腕
kiseru,キセル
white_hoodie,白いパーカー
peeking_out,覗き見
snowman,雪だるま
bra_strap,ブラストラップ
bishounen,美少年
machine_gun,機関銃
hk416_(girls'_frontline),hk416_(ガールズフロントライン)
watanabe_you,渡辺曜
hands_on_own_knees,自分の膝に手を置く
poking,突っつく
evil_grin,邪悪な笑顔
side-by-side,並んで
anal_beads,アナルビーズ
imagining,想像する
no_legwear,レッグウェアなし
soul_gem,ソウルジェム
naruto_shippuuden,naruto-ナルト-疾風伝
nanamori_school_uniform,七森制服
orange_(fruit),オレンジ（果物）
train_interior,電車内
halftone_background,ハーフトーン背景
chick,ひよこ
statue,像
grey_headwear,グレーの帽子
gundam_seed,ガンダムシード
goat_horns,ヤギの角
album_cover,アルバムカバー
